location_resolution,state,relaxing_or_restricting,policy_category,policy_subcategory,policy_subtarget,policy_description,date_issued,date_start,date_end_anticipated,date_end,intended_duration
state,North Carolina,Relaxing,Social distancing,Private sector closures,Restaurants/bars,Any businesses or organizations that sell or serve alcoholic beverages for onsite consumption shall cease the sale and service of alcoholic beverages for onsite consumption between 11 :00 pm and 7:00 am.,2020-09-30,2020-10-02,2020-10-23,Unspecified,
state,North Carolina,Relaxing,Social distancing,Private sector closures,Entertainment/concert venues/nightclubs,"Governor Cooper authorises the opening of movie theatres, meeting spaces, and other such entertainment facilities given certain social distancing, capacity restrictions, face covering mandates, and other measures are followed.",2020-09-30,2020-10-02,2020-10-23,Unspecified,
state,North Carolina,Relaxing,Social distancing,Private sector closures,Restaurants/bars,"Governor Cooper authorises the opening of bars, night spots, and arenas, given certain social distancing, capacity restrictions, face covering mandates, and other measures are followed.",2020-09-30,2020-10-02,2020-10-23,Unspecified,
state,North Carolina,Relaxing,Social distancing,Private sector closures,Entertainment/concert venues/nightclubs,"Governor Cooper authorises the opening of amusement parks and as long as indoor attractions remain closed, however, indoor restaurants, concessions and retail spaces may remain open.",2020-09-30,2020-10-02,2020-10-23,Unspecified,
state,North Carolina,Restricting,Social distancing,Mass gathering restrictions,General population (inclusive),Mass gatherings of more than 25 people indoors or more than 50 people outdoors remain prohibited.,2020-09-30,2020-10-02,2020-10-23,Unspecified,
state,North Carolina,Restricting,Social distancing,Mass gathering restrictions,Outdoor recreation or space,"Events at very large outdoor facilities that meet certain criteria may exceed the mass gathering restrictions as long as they follow social distancing, face covering, and other such restrictions.",2020-09-30,2020-10-02,2020-10-23,Unspecified,
state,North Carolina,Restricting,Social distancing,Private sector closures,Non essential business (inclusive),"Governor Cooper extends Phase 3, described in Executive Order 169, until November 13 2020.",2020-10-21,2020-10-21,2020-10-23,Unspecified,
state,North Carolina,Restricting,Social distancing,Private sector closures,Non essential business (inclusive),Governor Cooper extends Phase 3 to last until 4 December 2020.,2020-11-10,2020-11-13,2020-12-04,Unspecified,
state,North Carolina,Restricting,Social distancing,Mass gathering restrictions,General population (inclusive),"Governor Cooper amends the mass gathering limit, prohibiting indoor gatherings of more than 10 people and outdoor gatherings of more than 50 people.",2020-11-10,2020-11-13,2020-12-04,Unspecified,
state,North Carolina,Restricting,Social distancing,Private sector closures,Non essential business (inclusive),Governor Cooper extends Phase 3 to last until 11 December 2020.,2020-11-23,2020-11-25,2020-12-11,Unspecified,
state,North Dakota,Restricting,Social distancing,Public service closures,Government/public buildings,Access to the North Dakota Capitol is limited to by appointment only,2020-03-19,2020-03-19,2020-04-06,2020-12-18,
state,North Dakota,Restricting,Social distancing,School closures,Primary education; Secondary education,Governor Doug Burgum allowed closed public K-12 schools to remain open through May for the limited purpose of providing childcare to staff and essential workers.,2020-03-30,2020-03-30,Unspecified,2020-12-18,
state,North Dakota,Restricting,Social distancing,Other forms of social distancing,General population (inclusive); Government/public buildings; Public sector/government employees,Governor Doug Burgum waived certain requirements for government meetings conducted by teleconference.,2020-03-30,2020-03-30,Unspecified,Unspecified,Until end of state of emergency
state,North Dakota,Restricting,Social distancing,Quarantine,General population (inclusive),Reinstates provisions of state law allowing local health officers and local health boards to issue quarantine / isolation orders. He continued other waivers to more easily quarantine individuals.,2020-04-21,2020-04-21,Unspecified,Unspecified,Until end of state of emergency
state,North Dakota,Restricting,Social distancing,Other forms of social distancing,Hospitals/urgent care/emergency medical services; Medical offices (doctor/dentist/physical therapist); General population (inclusive),"COVID-19 declared a post-mortem communicable disease, requiring that certain precautions be taken with the bodies of individuals suspected to have died while having the disease.",2020-04-26,2020-04-26,Unspecified,Unspecified,
state,North Dakota,Relaxing,Social distancing,Private sector closures,Retail stores (not including food),Retail stores may reopen for dine-in at 8am on 5/1 but that they must follow ND Smart Restart guidelines.,2020-04-29,2020-05-01,Unspecified,2020-12-18,Until end of state of emergency
state,North Dakota,Relaxing,Social distancing,Private sector closures,Restaurants/bars,Bars and restaurants may reopen for dine-in at 8am on 5/1 but that they must follow ND Smart Restart guidelines.,2020-04-29,2020-05-01,Unspecified,2020-12-18,Until end of state of emergency
state,North Dakota,Restricting,Social distancing,Other forms of social distancing,Public sector/government employees,Extends the order that state agencies have employees work from home where possible.,2020-04-29,2020-04-29,Unspecified,2020-12-18,Until end of state of emergency
state,North Dakota,Relaxing,Social distancing,Event delays or cancellations,Secondary education,"Governor Doug Burgum authorised high school graduation ceremonies, provided they follow social distancing measures.",2020-05-06,2020-05-06,Unspecified,2020-12-18,Until rescinded
state,North Dakota,Other,Social distancing,Mass gathering restrictions,General population (inclusive),Governor Burgum authorises the Department of Environmental Quality to hold virtual public hearings.,2020-05-08,2020-05-08,Unspecified,Unspecified,Until rescinded
state,North Dakota,Relaxing,Social distancing,Quarantine,Travelers,"14 day quarantine from time of entry into the state applies only to international travellers, and people who have travelled internationally within the past 14 days.",2020-05-08,2020-05-08,Unspecified,2020-07-28,Until rescinded
state,North Dakota,Restricting,Social distancing,Isolation,Confirmed cases,"All people who test positive must remain in isolation in their residences for at least 10 days after symptom onset, and 72 hours after becoming fever free.",2020-05-08,2020-05-08,Unspecified,Unspecified,Until rescinded
state,North Dakota,Relaxing,Social distancing,Private sector closures,Entertainment/concert venues/nightclubs,"Governor Burgum allows recreation and sport arenas, entertainment and music venues to open, provided they follow the protocol for large gatherings.",2020-05-15,2020-05-15,Unspecified,2020-12-18,Until rescinded
state,North Dakota,Relaxing,Social distancing,School closures,Secondary education,Authorises school superintendents to use school buildings for appropriate limited use.,2020-05-19,2020-05-19,Unspecified,2020-07-15,Until rescinded
state,North Dakota,Relaxing,Social distancing,Private sector closures,Non essential business (inclusive),Reopened non-essential businesses are strongly encouraged to follow ND Smart Restart standards,2020-05-22,2020-05-22,Unspecified,Unspecified,
state,North Dakota,Relaxing,Social distancing,School closures,Primary education; Secondary education,"Provides guidelines for the re-opening of schools, requiring schools to prepare Health and Safety Plans for each school building.",2020-07-15,2020-07-15,Unspecified,2020-12-18,Until rescinded
state,North Dakota,Restricting,Social distancing,Quarantine,Travelers,"All travellers entering North Dakota from a different country, or having travelled internationally in the past 14 days is subject to immediate quarantine in their place of residence.",2020-07-28,2020-07-28,Unspecified,2020-09-21,
state,North Dakota,Relaxing,Social distancing,Quarantine,Travelers,"Revokes the order that all travelers entering North Dakota from a different country, or having travelled internationally in the past 14 days are subject to immediate quarantine (State Health Officer Order 2020.02-3)",2020-09-21,2020-09-21,2020-09-21,2020-09-21,
state,North Dakota,Restricting,Social distancing,Quarantine,Suspected cases,"In addition to household contacts, close contacts must also quarantine if they're named as close contacts of someone who tested positive for COVID-19",2020-09-23,2020-09-23,Unspecified,2020-09-26,Until revocation by the State Health Officer
state,North Dakota,Relaxing,Social distancing,Quarantine,Suspected cases,Revokes the order requiring close contacts to quarantine,2020-09-26,2020-09-26,2020-09-26,2020-09-26,
state,North Dakota,Relaxing,Social distancing,Isolation,Hospitals/urgent care/emergency medical services,"Allows asymptomatic, COVID-positive health care workers to work in the COVID unit of a licensed health care facility, so long as they remain asymptomatic and additional precautions are taken as recommended by the CDC and ND Department of Health to protect the worker and the community.",2020-11-09,2020-11-09,Unspecified,Unspecified,Until revocation by the State Health Officer
state,North Dakota,Restricting,Social distancing,Event delays or cancellations,Primary education; Secondary education,"All high school, association, community, and club sports for youth and adults are cancelled until December 14th. All other extra curricular K-12 school events are cancelled until December 14th as well.",2020-11-13,2020-11-16,2020-12-13,2020-11-19,
state,North Dakota,Restricting,Social distancing,Adaptation and mitigation measures,Restaurants/bars,"Bars, restaurants, and food service establishments must comply with the following mitigation measures: maximum 50% capacity (max 150 persons), food / drinks services to seated patrons only (no stand up service), allow for 6ft distancing, follow the face covering order (#2020-08)",2020-11-13,2020-11-16,2020-12-13,2020-11-19,
state,North Dakota,Restricting,Social distancing,Adaptation and mitigation measures,Entertainment/concert venues/nightclubs,"Banquets, ballrooms, weddings, and event venues must comply with the following mitigation measures: maximum 25% capacity, food / drinks services to seated patrons only (no stand up service), close dance areas, allow for 6ft distancing, follow the face covering order (#2020-08)",2020-11-13,2020-11-16,2020-12-13,2020-11-19,
state,North Dakota,Restricting,Social distancing,Private sector closures,Restaurants/bars,"Bars, restaurants, and food services must close in person dining between 10pm and 4am",2020-11-13,2020-11-16,2020-12-13,2020-11-19,
state,North Dakota,Restricting,Social distancing,Adaptation and mitigation measures,Entertainment/concert venues/nightclubs,"Continuation of requirement that banquets, ballrooms, weddings, and event venues must comply with the following mitigation measures: maximum 25% capacity, food / drinks services to seated patrons only (no stand up service), close dance areas, allow for 6ft distancing, follow the face covering order (#2020-08)",2020-11-19,2020-11-19,2020-12-13,2020-12-10,
state,North Dakota,Restricting,Social distancing,Event delays or cancellations,Primary education; Secondary education,"Amends EO 2020-43 to also cancel all practices, rehearsals, and meetings for extra curricular actives until November 30",2020-11-19,2020-11-19,2020-11-30,2020-11-30,
state,North Dakota,Restricting,Social distancing,Adaptation and mitigation measures,Restaurants/bars,"Continuation of requirement that bars, restaurants, and food service establishments must comply with the following mitigation measures: maximum 50% capacity (max 150 persons), food / drinks services to seated patrons only (no stand up service), allow for 6ft distancing, follow the face covering order (#2020-08)",2020-11-19,2020-11-19,2020-12-13,2020-12-10,
state,North Dakota,Restricting,Social distancing,Event delays or cancellations,Primary education; Secondary education,"Continuation of cancellation of all high school, association, community, and club sports for youth and adults are cancelled until December 14th. All other extra curricular K-12 school events are cancelled until December 14th as well.",2020-11-19,2020-11-19,2020-12-13,2020-12-10,
state,North Dakota,Restricting,Social distancing,Private sector closures,Restaurants/bars,"Continuation of order that bars, restaurants, and food services must close in person dining between 10pm and 4am",2020-11-19,2020-11-19,2020-12-13,2020-12-10,
state,North Dakota,Restricting,Social distancing,Event delays or cancellations,Primary education; Secondary education,"Continuation of cancellation of all high school, association, community, and club sports for youth and adults are cancelled until December 14th. All other extra curricular K-12 school events are cancelled until December 14th as well.",2020-12-10,2020-12-10,2020-12-14,2020-12-14,
state,North Dakota,Restricting,Social distancing,Adaptation and mitigation measures,Restaurants/bars,"Continuation of order that bars, restaurants, and food services must close in person dining between 10pm and 4am",2020-12-10,2020-12-10,2021-01-08,2020-12-21,
state,North Dakota,Restricting,Social distancing,Adaptation and mitigation measures,Entertainment/concert venues/nightclubs,"Continuation of requirement that banquets, ballrooms, weddings, and event venues must comply with the following mitigation measures: maximum 25% capacity, food / drinks services to seated patrons only (no stand up service), close dance areas, allow for 6ft distancing, follow the face covering order (#2020-08)",2020-12-10,2020-12-10,2021-01-08,2020-12-21,
state,North Dakota,Restricting,Social distancing,Adaptation and mitigation measures,Restaurants/bars,"Continuation of requirement that bars, restaurants, and food service establishments must comply with the following mitigation measures: maximum 50% capacity (max 150 persons), food / drinks services to seated patrons only (no stand up service), allow for 6ft distancing, follow the face covering order (#2020-08)",2020-12-10,2020-12-10,2021-01-08,2020-12-21,
state,Ohio,Restricting,Social distancing,Visitor restrictions,Nursing homes/assisted living facility,The Ohio Department of Health has amended its order over limiting visitors to nursing and assisted living homes to reflect that no visitors will be admitted.,2020-03-13,2020-03-13,Unspecified,Unspecified,
state,Ohio,Restricting,Social distancing,Private sector closures,Older adults/individuals with underlying medical conditions,Governor DeWine ordered all senior centers and adult day care centers to stop providng care in congregate settings.,2020-03-20,2020-03-23,Unspecified,Unspecified,
state,Ohio,Relaxing,Social distancing,Private sector closures,Transportation sector/shipping/logistics,"Manufacturing, distribution, and construction businesses may reopen, as may general office requirements.",2020-04-27,2020-05-04,Unspecified,Unspecified,
state,Ohio,Relaxing,Social distancing,Private sector closures,Retail stores (not including food),"Retail may reopen as long as they meet the safety requirements, like face coverings and social distancing.",2020-04-27,2020-05-12,Unspecified,Unspecified,
state,Ohio,Relaxing,Social distancing,Private sector closures,Restaurants/bars; Personal care facilities,Outdoor dining may open in restaurants and bars. Personal care services may reopen following guidelines.,2020-05-07,2020-05-15,Unspecified,Unspecified,
state,Ohio,Relaxing,Social distancing,Private sector closures,Restaurants/bars,"Indoor dining may open, following detailed public health guidelines.",2020-05-07,2020-05-21,2020-07-01,Unspecified,
state,Ohio,Relaxing,Social distancing,Private sector closures,Gym/workout facility/fitness center; Public sector/government employees,"Ohio Bureau of Motor Vehicles may reopen, as may gyms, fitness centers, pools, and non-contact adult and youth sports leagues.",2020-05-14,2020-05-26,2020-07-01,Unspecified,
state,Ohio,Relaxing,Social distancing,Private sector closures,Childcare facilities (preschool or other daycare),Childcare may reopen.,2020-05-14,2020-05-31,Unspecified,Unspecified,
state,Ohio,Relaxing,Social distancing,Safer at home,General population (inclusive),Ohio moves from a stay at home to a safer at home.,2020-05-19,2020-05-20,Unspecified,Unspecified,
state,Ohio,Relaxing,Social distancing,Private sector closures,Indoor recreation/sports facility ; Outdoor recreation or space,"Miniature golf, bowling alleys, and skills trainings for all sports may begin.",2020-05-21,2020-05-26,Unspecified,Unspecified,
state,Ohio,Restricting,Social distancing,Private sector closures,Primary education; Secondary education; Higher education; Entertainment/concert venues/nightclubs; Indoor recreation/sports facility ; Outdoor recreation or space,"Schools, entertainment, and recreation continue to be closed, except for noted exceptions.",2020-05-29,2020-05-29,2020-07-01,Unspecified,
state,Ohio,Restricting,Social distancing,Mass gathering restrictions,General population (inclusive),"Mass gatherings of greater than 10 continue to be prhobited, with few exceptions.",2020-05-29,2020-05-29,2020-07-01,Unspecified,
state,Ohio,Relaxing,Social distancing,Mass gathering restrictions,Childcare facilities (preschool or other daycare),Limit to one day camp or residential camp staff member per nine school-age children with no more than nine children in the room.,2020-06-01,2020-06-01,2020-07-01,Unspecified,
state,Ohio,Relaxing,Social distancing,Isolation,Childcare facilities (preschool or other daycare),Camp employees to stay home if experiencing symptoms of COVID-19.,2020-06-01,2020-06-01,2020-07-01,Unspecified,
state,Ohio,Relaxing,Social distancing,Health screening,Childcare facilities (preschool or other daycare),"Staff and campers should record their temperature for 14 days before camp. If a staff member or camper has a fever of 100 degrees or higher or any other COVID-19 symptoms, such as cough or shortness of breath, they should not attend camp.",2020-06-01,2020-06-01,2020-07-01,Unspecified,
state,Ohio,Relaxing,Social distancing,Health screening,Childcare facilities (preschool or other daycare),"Day camp and residential providers must check the temperatures of all staff, children, and adults upon arrival. If any individual has a fever of 100 degrees or higher, they may not enter the facility. Providers must immediately send home any child or employee who has a temperature of 100 degrees or higher. This individual may not return until they are fever free for 24 hours, without the use of fever-reducing medication.",2020-06-01,2020-06-01,2020-07-01,Unspecified,
state,Ohio,Relaxing,Social distancing,Distancing mandate,Childcare facilities (preschool or other daycare),"Camp operators should organize the camp into the smallest group sizes possible, made up of staff and campers from a single sleeping quarter. Small groups should remain together, including at meal time and during activities.",2020-06-01,2020-06-01,2020-07-01,Unspecified,
state,Ohio,Relaxing,Social distancing,Private sector closures,Childcare facilities (preschool or other daycare),Youth day camps and residential camps to reopen so long as safety standards are met.,2020-06-01,2020-06-01,2020-07-01,Unspecified,
state,Ohio,Relaxing,Social distancing,Quarantine,Childcare facilities (preschool or other daycare),"Staff and campers that have had contact with someone confirmed or probable to have COVID19, he or she must complete isolation or quarantine procedures in coordination with the local health department prior to returning to the program.",2020-06-01,2020-06-01,2020-07-01,Unspecified,
state,Ohio,Relaxing,Social distancing,Distancing mandate,Childcare facilities (preschool or other daycare),No more than 10 people per residential camp sleeping area. Head-to-toe sleeping arrangement is recommended.,2020-06-01,2020-06-01,2020-07-01,Unspecified,
state,Ohio,Restricting,Social distancing,Adaptation and mitigation measures,Childcare facilities (preschool or other daycare); Minors and children; Non essential workers (inclusive),Day camp workers and attendees must follow rigorous handwashing procedures as detailed in Appendix B to Ohio Administrative Code 5101:2-12-13. Day camp providers must ensure that children wash their hands prior to departure.,2020-06-01,2020-06-01,2020-07-01,Unspecified,
state,Ohio,Restricting,Social distancing,Adaptation and mitigation measures,Childcare facilities (preschool or other daycare),"Camp providers may use temporary walls to divide a room into smaller spaces to serve multiple groups, under limited circumstances. 1. The smaller space must contain at least 35 square feet of space per child. 2. The divider must be at least six feet in height. 3. The divider must be made from nonporous material or other material that can be sanitized.",2020-06-01,2020-06-01,2020-07-01,Unspecified,
state,Ohio,Relaxing,Social distancing,Visitor restrictions,Nursing homes/assisted living facility,Properly prepared assisted living facilities and intermediate care facilities may begin to allow outdoor visitiation.,2020-06-04,2020-06-08,Unspecified,Unspecified,
state,Ohio,Relaxing,Social distancing,Private sector closures,Indoor recreation/sports facility ; Outdoor recreation or space,"Indoor recreation centers, outdoor recreation centers, museums, and entertainment venues can reopen if following guidelines.",2020-06-04,2020-06-10,Unspecified,Unspecified,
state,Ohio,Other,Social distancing,Mass gathering restrictions,Restaurants/bars; Non essential workers (inclusive),Restaurants must establish maximum dining capacity and limit reservations/party sizes to 10 persons.,2020-06-05,2020-06-01,2020-07-01,Unspecified,
state,Ohio,Relaxing,Social distancing,Isolation,Non essential workers (inclusive); Essential workers (inclusive); Essential business (inclusive); Non essential business (inclusive),Employees experiencing acute respiratory symptoms must be sent home immediately. Employers must actively encourage sick employees to stay home until they are free of fever (without fever-reducing medication) for at least 72 hours AND symptoms have improved for at least 72 hours AND at least 7 days have passed since symptoms began.,2020-06-05,2020-06-01,2020-07-01,Unspecified,
state,Ohio,Relaxing,Social distancing,Distancing mandate,General population (inclusive); Non essential business (inclusive); Restaurants/bars,Six feet of social distancing must be enforced at bars and food service facilities when possible. Use of signage and tape encouraged.,2020-06-05,2020-06-01,2020-07-01,Unspecified,
state,Ohio,Relaxing,Social distancing,Health screening,Non essential workers (inclusive); Restaurants/bars,Food service employees must perform a daily temperature and symptom assessment before attending work.,2020-06-05,2020-06-01,2020-07-01,Unspecified,
state,Ohio,Relaxing,Social distancing,Private sector closures,General population (inclusive); Non essential business (inclusive); Restaurants/bars,"Termination of policy closing bars, restaurants, banquets and catering facilities and services. All bars, restaurants, banquets, and catering facilities and services are permitted to reopen for full dine-in services, so long as social distancing guidelines continue to be followed. Tables must be limited to 10 people and catering/banquet services are limited to 300 people.",2020-06-05,2020-06-01,2020-07-01,Unspecified,
state,Ohio,Relaxing,Social distancing,Private sector closures,Casinos/gambling facilities; Entertainment/concert venues/nightclubs,Casinos and amusement parks may reopen.,2020-06-05,2020-06-19,Unspecified,Unspecified,
state,Ohio,Relaxing,Social distancing,Distancing mandate,General population (inclusive); Entertainment/concert venues/nightclubs; Outdoor recreation or space,"Six feet of distancing between members of different households must be maintained at livestock competitions/auctions and grandstand events. Grandstand events must be limited to half capacity with no more than 2,500 seated spectators.",2020-06-16,2020-06-16,2020-10-21,Unspecified,
state,Ohio,Relaxing,Social distancing,Event delays or cancellations,General population (inclusive); Entertainment/concert venues/nightclubs; Outdoor recreation or space,"County Fairs are permitted to reopen so long as all safety standards are met. Animal exhibitions on county fairgrounds, whether open or closed, are also permitted so long as guidances are followed.",2020-06-16,2020-06-16,2020-10-21,Unspecified,
state,Ohio,Relaxing,Social distancing,Mass gathering restrictions,General population (inclusive); Entertainment/concert venues/nightclubs; Outdoor recreation or space,County Fair Managers should conduct the fair in such a manner that discourages large gatherings.,2020-06-16,2020-06-16,2020-10-21,Unspecified,
state,Ohio,Restricting,Social distancing,Adaptation and mitigation measures,Non essential business (inclusive); Outdoor recreation or space; Restaurants/bars,County Fair food and concession stands must abide by rules for restaurants as described in RestartOhio Rules for Restaurants.,2020-06-16,2020-06-16,2020-10-21,Unspecified,
state,Ohio,Relaxing,Social distancing,Mass gathering restrictions,Childcare facilities (preschool or other daycare),Extension of Director's Order that Reopens Youth Day Camps and Residential Camps. Limit to one day camp or residential camp staff member per nine school-age children with no more than nine children in the room.,2020-06-30,2020-06-30,2020-07-07,Unspecified,
state,Ohio,Relaxing,Social distancing,Isolation,Childcare facilities (preschool or other daycare),Extension of Director's Order that Reopens Youth Day Camps and Residential Camps. Camp employees to stay home if experiencing symptoms of COVID-19.,2020-06-30,2020-06-30,2020-07-07,Unspecified,
state,Ohio,Relaxing,Social distancing,Health screening,General population (inclusive); Indoor recreation/sports facility ; Outdoor recreation or space,"Spectators, players, coaches, officials, and athletic trainers should perform daily symptom assessments and must stay home if experiencing symptoms.",2020-06-30,2020-06-30,2020-07-10,Unspecified,
state,Ohio,Relaxing,Social distancing,Distancing mandate,Childcare facilities (preschool or other daycare),"Extension of Director's Order that Reopens Youth Day Camps and Residential Camps. Camp operators should organize the camp into the smallest group sizes possible, made up of staff and campers from a single sleeping quarter. Small groups should remain together, including at meal time and during activities.",2020-06-30,2020-06-30,2020-07-07,Unspecified,
state,Ohio,Relaxing,Social distancing,Isolation,Non essential business (inclusive); Indoor recreation/sports facility ; Outdoor recreation or space,Any symptomatic individual should be isolated immediately and medical care should be sought.,2020-06-30,2020-06-30,2020-07-10,Unspecified,
state,Ohio,Relaxing,Social distancing,Health screening,Childcare facilities (preschool or other daycare),"Extension of Director's Order that Reopens Youth Day Camps and Residential Camps. Day camp and residential providers must check the temperatures of all staff, children, and adults upon arrival. If any individual has a fever of 100 degrees or higher, they may not enter the facility. Providers must immediately send home any child or employee who has a temperature of 100 degrees or higher. This individual may not return until they are fever free for 24 hours, without the use of fever-reducing medication.",2020-06-30,2020-06-30,2020-07-07,Unspecified,
state,Ohio,Relaxing,Social distancing,Private sector closures,Childcare facilities (preschool or other daycare),Extension of Director's Order that Reopens Youth Day Camps and Residential Camps. Youth day camps and residential camps to reopen so long as safety standards are met.,2020-06-30,2020-06-30,2020-07-07,Unspecified,
state,Ohio,Relaxing,Social distancing,Private sector closures,General population (inclusive); Indoor recreation/sports facility ; Outdoor recreation or space,Intra-club/team practices/scrimmages may resume for contact sports. Practices/scrimmages with other teams are prohibited.,2020-06-30,2020-06-30,2020-07-10,Unspecified,
state,Ohio,Relaxing,Social distancing,Distancing mandate,Childcare facilities (preschool or other daycare),Extension of Director's Order that Reopens Youth Day Camps and Residential Camps. No more than 10 people per residential camp sleeping area. Head-to-toe sleeping arrangement is recommended.,2020-06-30,2020-06-30,2020-07-07,Unspecified,
state,Ohio,Relaxing,Social distancing,Quarantine,Childcare facilities (preschool or other daycare),"Extension of Director's Order that Reopens Youth Day Camps and Residential Camps. Staff and campers that have had contact with someone confirmed or probable to have COVID19, he or she must complete isolation or quarantine procedures in coordination with the local health department prior to returning to the program.",2020-06-30,2020-06-30,2020-07-07,Unspecified,
state,Ohio,Relaxing,Social distancing,Health screening,Childcare facilities (preschool or other daycare),"Extension of Director's Order that Reopens Youth Day Camps and Residential Camps. Staff and campers should record their temperature for 14 days before camp. If a staff member or camper has a fever of 100 degrees or higher or any other COVID-19 symptoms, such as cough or shortness of breath, they should not attend camp.",2020-06-30,2020-06-30,2020-07-07,Unspecified,
state,Ohio,Relaxing,Social distancing,Distancing mandate,General population (inclusive); Indoor recreation/sports facility ; Outdoor recreation or space,Six feet of social distancing must be kept between spectators. Players must also maintain six feet of distance when not on the field/in play.,2020-06-30,2020-06-30,2020-07-10,Unspecified,
state,Ohio,Restricting,Social distancing,Adaptation and mitigation measures,General population (inclusive); Indoor recreation/sports facility ; Outdoor recreation or space,"Physical contact is only permitted within the rules of the game during competitive practice. Players, coaches, and officials are not to contact each other before or after practice (greetings, high-fives, team huddles, congregations).",2020-06-30,2020-06-30,2020-07-10,Unspecified,
state,Ohio,Restricting,Social distancing,Adaptation and mitigation measures,Non essential business (inclusive); Indoor recreation/sports facility ; Outdoor recreation or space,Time should be allotted between practice sessions for proper sanitizing of shared spaces.,2020-06-30,2020-06-30,2020-07-10,Unspecified,
state,Ohio,Restricting,Social distancing,Adaptation and mitigation measures,Childcare facilities (preschool or other daycare); Non essential business (inclusive); Minors and children,Extension of Director's Order that Reopens Youth Day Camps and Residential Camps. Day camp workers and attendees must follow rigorous handwashing procedures as detailed in Appendix B to Ohio Administrative Code 5101:2-12-13. Day camp providers must ensure that children wash their hands prior to departure.,2020-06-30,2020-06-30,2020-07-07,Unspecified,
state,Ohio,Restricting,Social distancing,Adaptation and mitigation measures,Childcare facilities (preschool or other daycare),"Extension of Director's Order that Reopens Youth Day Camps and Residential Camps.. Camp providers may use temporary walls to divide a room into smaller spaces to serve multiple groups, under limited circumstances. 1. The smaller space must contain at least 35 square feet of space per child. 2. The divider must be at least six feet in height. 3. The divider must be made from nonporous material or other material that can be sanitized.",2020-06-30,2020-06-30,2020-07-07,Unspecified,
state,Ohio,Restricting,Social distancing,Adaptation and mitigation measures,Childcare facilities (preschool or other daycare); Minors and children; Non essential business (inclusive); Non essential workers (inclusive),"Extension of Director's Order that Reopens Youth Day Camps and Residential Camps. Conduct rigorous cleaning throughout the day of all facilities used by campers and staff including bathrooms, common program spaces, offices, etc.",2020-06-30,2020-06-30,2020-07-07,Unspecified,
state,Ohio,Restricting,Social distancing,Visitor restrictions,Older adults/individuals with underlying medical conditions; Nursing homes/assisted living facility,"No visitors of residents shall be admitted to any nursing home, except for end of life situations (as defined by this order). These visitors must adhere to strict guidelines. Visitors must be screened. No more than 3 visitors per resident per visit. Visits must be under one hour.",2020-07-02,2020-07-20,Unspecified,Unspecified,
state,Ohio,Restricting,Social distancing,Visitor restrictions,Older adults/individuals with underlying medical conditions; Nursing homes/assisted living facility,Nursing homes (as defined by the order) may permit residents to have visitors in outdoor settings in accordance with guidelines and exceptions. Facilities should use the guidelines described in the order to assess their preparedness to resume outdoor visits.,2020-07-02,2020-07-20,Unspecified,Unspecified,
state,Ohio,Relaxing,Social distancing,Health screening,Childcare facilities (preschool or other daycare); Non essential business (inclusive),"Campers shall be subject to twice daily temperature checks administered by staff at breakfast and dinner and shall, complete and sign a daily COVID-19 symptom questionnaire which the residential camp providers shall keep on file for 90 days.",2020-07-04,2020-07-04,Unspecified,Unspecified,
state,Ohio,Relaxing,Social distancing,Health screening,Indoor recreation/sports facility ; Outdoor recreation or space; Non essential business (inclusive),"Inter-team contact sport players, coaches, athletic trainers, support staff, and officials must: Not exhibit signs or symptoms of COVID-19 within the past 72 hours prior to competition or if coming from outside the state, before arrival in Ohio. Should a player, coach, athletic trainer, support staff or official exhibit signs or symptoms of COVID-19 they will not be permitted to participate in the competition and should not travel to Ohio.",2020-07-04,2020-07-04,2020-07-15,Unspecified,
state,Ohio,Relaxing,Social distancing,Mass gathering restrictions,Indoor recreation/sports facility ; Outdoor recreation or space; Non essential business (inclusive); Confirmed cases,Spectators are not permitted in the venue/facility for any competitive contact sports inter-club/team play.,2020-07-04,2020-07-04,2020-07-15,Unspecified,
state,Ohio,Other,Social distancing,Mass gathering restrictions,Restaurants/bars; Non essential workers (inclusive),Extension of 6/5/2020 policy. Restaurants must establish maximum dining capacity and limit reservations/party sizes to 10 persons.,2020-07-06,2020-07-06,Unspecified,Unspecified,
state,Ohio,Relaxing,Social distancing,Isolation,Non essential workers (inclusive); Essential workers (inclusive); Essential business (inclusive); Non essential business (inclusive),Extension of 6/5/2020 policy. Employees experiencing acute respiratory symptoms must be sent home immediately. Employers must actively encourage sick employees to stay home until they are free of fever (without fever-reducing medication) for at least 72 hours AND symptoms have improved for at least 72 hours AND at least 7 days have passed since symptoms began.,2020-07-06,2020-07-06,Unspecified,Unspecified,
state,Ohio,Relaxing,Social distancing,Distancing mandate,General population (inclusive); Non essential business (inclusive); Restaurants/bars,Extension of 6/5/2020 policy. Six feet of social distancing must be enforced at bars and food service facilities when possible. Use of signage and tape encouraged.,2020-07-06,2020-07-06,Unspecified,Unspecified,
state,Ohio,Relaxing,Social distancing,Private sector closures,General population (inclusive); Non essential business (inclusive); Restaurants/bars,"Extension of 6/5/2020 policy. All bars, restaurants, banquets, and catering facilities and services are permitted to reopen for full dine-in services, so long as social distancing guidelines continue to be followed. Tables must be limited to 10 people and catering/banquet services are limited to 300 people.",2020-07-06,2020-07-06,Unspecified,Unspecified,
